ID,Dataset,Ground Truth
2dd9ce580e53e0591b2ea4406a56d4616cc110fa,CNN/Daily Mail,The female tumbu fly lays its eggs on damp clothing or towels.
2dd9ce580e53e0591b2ea4406a56d4616cc110fa,CNN/Daily Mail,"If damp fabrics come into contact with human skin, then the eggs penetrate the skin."
2dd9ce580e53e0591b2ea4406a56d4616cc110fa,CNN/Daily Mail,"Doctors advise that to prevent catching the larvae, clothes should be  tumble-dried or, if they are left to dry outside, ironed, as the heat kills the eggs."
2dd9ce580e53e0591b2ea4406a56d4616cc110fa,CNN/Daily Mail,"After two or three days, the larvae hatch beneath the skin. Once born, the larvae need air to ."
2dd9ce580e53e0591b2ea4406a56d4616cc110fa,CNN/Daily Mail,breathe so they eat their way out of their host. This can cause .
2dd9ce580e53e0591b2ea4406a56d4616cc110fa,CNN/Daily Mail,significant pain and irritation to the surrounding tissue.
2dd9ce580e53e0591b2ea4406a56d4616cc110fa,CNN/Daily Mail,Paul and Catherine managed to extract six maggots - which can grow up to one cm long - before they arrived at the Liverpool Royal's University Hospital where they presented their findings to specialist registrar Dr Helen Winslow .
2dd9ce580e53e0591b2ea4406a56d4616cc110fa,CNN/Daily Mail,The small wounds can be come incredibly painful as the maggots gorge on flesh to reach the surface where they can breathe more easily and grow into mature flies .
2dd9ce580e53e0591b2ea4406a56d4616cc110fa,CNN/Daily Mail,For Catherine it took 15 minutes for Dr Winslow to remove a further eight maggots from her body - bringing Catherine's total maggot count to 14.
2dd9ce580e53e0591b2ea4406a56d4616cc110fa,CNN/Daily Mail,"It is well-documented - Youtube is full of clips - that people become infested with tumbu maggots and many try to remove them by squeezing them out, much like an infected spot."
2dd9ce580e53e0591b2ea4406a56d4616cc110fa,CNN/Daily Mail,But this can split the maggot in half and trigger an infection.
2dd9ce580e53e0591b2ea4406a56d4616cc110fa,CNN/Daily Mail,The female tumbu fly lays its eggs on damp clothing or towels.
2dd9ce580e53e0591b2ea4406a56d4616cc110fa,CNN/Daily Mail,"If damp fabrics come into contact with human skin, then the eggs penetrate the skin and hatch into larvae (CGI pictured) that feast on flesh ."
2dd9ce580e53e0591b2ea4406a56d4616cc110fa,CNN/Daily Mail,"Instead, the best way to get rid of the maggots is to cover the wound with Vaseline."
2dd9ce580e53e0591b2ea4406a56d4616cc110fa,CNN/Daily Mail,This cuts off the maggot's air supply and forces it to come to the surface for oxygen.
2dd9ce580e53e0591b2ea4406a56d4616cc110fa,CNN/Daily Mail,"After Dr Winslow's examination and extractions, Catherine is ordered to carry out a daily body check each morning for a week."
2dd9ce580e53e0591b2ea4406a56d4616cc110fa,CNN/Daily Mail,By the end of the week Catherine is given the all-clear and says that she is already planning another trip to the same area.
2dd9ce580e53e0591b2ea4406a56d4616cc110fa,CNN/Daily Mail,"'The charity work I do is very important and nothing - not even flesh-eating tumbu flies - is going to stop me from doing it,' she said."
33850105,XSum,"Patricia Grainger was strangled, stabbed and sexually assaulted near her home in Parson Cross, Sheffield, on 10 August 1997.
Her body was dumped in a brook in nearby woodland and her killer has never been found.
Her son, Daniel, 23, said South Yorkshire Police is not doing enough to find his mother's attacker.
Mr Grainger told BBC Radio Sheffield: ""I want the police to do more."
33850105,XSum,"It's not an active investigation.
""I don't want 100 officers looking at it, I just want someone to say, 'We're going to try to find this person'.
""My mother was murdered, she was a victim and the person [that did that] is still out there.
""I want that justice served.""
Mr Grainger set up a website, whokilledmymum.com, when he was 16 years old appealing for information.
The force said the investigation is ""subject to ongoing review"" but it no longer has some of the evidence related to the case.
Ch Supt Rachel Barber said a complaint from Mr Grainger is being addressed and new lines of inquiry would be followed up.
""The items of clothing Mrs Grainger was wearing at the time of her death were submitted to the Forensic Science Service and were subject to a thorough examination."
33850105,XSum,"As a result, South Yorkshire Police is no longer in possession of these items,"" she added.
The BBC asked South Yorkshire Police if it had followed correct procedure in sending evidence to the FSS, which closed in March 2012, but the force did not provide a comment."
e66e83fb8ac1c2fe4a3a4612443cb02baf2cebea,CNN/Daily Mail,"At a height of 5ft 5ins and weighing 115lb (8st 2lb), at first glance pretty Alexa Grasso doesn't look like she packs a punch."
e66e83fb8ac1c2fe4a3a4612443cb02baf2cebea,CNN/Daily Mail,"But the 21-year-old, who lives in Mexico, has proved she's a force to be reckoned with in the ring as she remains undefeated as a professional Mixed Martial Arts (MMA) fighter."
e66e83fb8ac1c2fe4a3a4612443cb02baf2cebea,CNN/Daily Mail,The strawweight (her weight category) is said to have knockout power that few women possess as she has already achieved four knockout wins in her professional career - which only began in 2012.
e66e83fb8ac1c2fe4a3a4612443cb02baf2cebea,CNN/Daily Mail,Scroll down for video .
e66e83fb8ac1c2fe4a3a4612443cb02baf2cebea,CNN/Daily Mail,Alexa Grasso is an undefeated female fighter and has been in the ring since 2012 .
e66e83fb8ac1c2fe4a3a4612443cb02baf2cebea,CNN/Daily Mail,"She first decided to make a living as a fighter when she attended an event with her uncle, who is now her coach."
e66e83fb8ac1c2fe4a3a4612443cb02baf2cebea,CNN/Daily Mail,Alexa says that seeing women like herself in the ring made her realise that you don't have to be super macho to be strong.
e66e83fb8ac1c2fe4a3a4612443cb02baf2cebea,CNN/Daily Mail,"Alexa who lives in Mexico, first became interested in fighting after visiting a match with her uncle ."
e66e83fb8ac1c2fe4a3a4612443cb02baf2cebea,CNN/Daily Mail,"At the age of 19 Alexa attended her first fight and won, her uncle now acts as her coach ."
e66e83fb8ac1c2fe4a3a4612443cb02baf2cebea,CNN/Daily Mail,"'My inspiration was a day I accompanied my uncle, who is my coach, to a fight event where I saw my first women's fight,' she said."
e66e83fb8ac1c2fe4a3a4612443cb02baf2cebea,CNN/Daily Mail,'I was amazed to see that such beautiful and strong women could punch and kick that way against a larger rival.
e66e83fb8ac1c2fe4a3a4612443cb02baf2cebea,CNN/Daily Mail,I saw the beauty of the sport and that women are just as capable as men to fight.' The undefeated champ's first match was in December 2012 at the age of 19 and she took her energy from the hoards of supporters who were shouting her name.
e66e83fb8ac1c2fe4a3a4612443cb02baf2cebea,CNN/Daily Mail,'My first fight was a beautiful experience. A colleague and I fought at the same event.
e66e83fb8ac1c2fe4a3a4612443cb02baf2cebea,CNN/Daily Mail,We prepared together and also went with many people who supported us.
e66e83fb8ac1c2fe4a3a4612443cb02baf2cebea,CNN/Daily Mail,The 21-year-old said her first fight was a beautiful experience and says that cheers from the crowd spurred her on to success .
e66e83fb8ac1c2fe4a3a4612443cb02baf2cebea,CNN/Daily Mail,Alexa says that despite the aggressive nature of the ring she is a quiet studious girl at school .
e66e83fb8ac1c2fe4a3a4612443cb02baf2cebea,CNN/Daily Mail,"'I was very nervous before getting into the ring but when I went up and everyone was shouting my name, it gave me a lot of energy and courage to achieve my goal.' The former waitress said nobody messed with her during her school days after one day she exploded and defended herself against a fellow pupil."
e66e83fb8ac1c2fe4a3a4612443cb02baf2cebea,CNN/Daily Mail,'My school life was quiet.
e66e83fb8ac1c2fe4a3a4612443cb02baf2cebea,CNN/Daily Mail,"I have a memory of a colleague who always annoyed me, until one day I exploded and defended myself."
e66e83fb8ac1c2fe4a3a4612443cb02baf2cebea,CNN/Daily Mail,Since that day nobody was annoying.' Alexa says that despite her aggressive alter ego she still remains a hard working student.
e66e83fb8ac1c2fe4a3a4612443cb02baf2cebea,CNN/Daily Mail,'I've always been very quiet and dedicated myself to studying. I think school is a very nice place.
e66e83fb8ac1c2fe4a3a4612443cb02baf2cebea,CNN/Daily Mail,My favourite subject was natural sciences.
e66e83fb8ac1c2fe4a3a4612443cb02baf2cebea,CNN/Daily Mail,"And in college, to this point it has been morphology.' Alexa said after seeing her first fight: 'I was amazed to see that such beautiful and strong women could punch and kick that way against a larger rival' Alexa, who has worked many jobs ranging from a hostess, to a secretary and an MMA instructor for children, said her parent's support has helped fighting career."
e66e83fb8ac1c2fe4a3a4612443cb02baf2cebea,CNN/Daily Mail,'My parents have supported me in all my decisions.
e66e83fb8ac1c2fe4a3a4612443cb02baf2cebea,CNN/Daily Mail,"My mom is very concerned, but always on the lookout for my tournaments or fights."
e66e83fb8ac1c2fe4a3a4612443cb02baf2cebea,CNN/Daily Mail,"'My dad is always the happiest, he loves the idea of me being a fighter, and supports me with even the simplest things from helping with my uniform to drying my tears and saying beautiful words when I'm in the last weeks of preparation.' The undefeated strawweight for Invicta FC has had six straight wins and no losses and could soon get the call up to UFC in the future."
34227164,XSum,"Media playback is not supported on this device
Vinci, the world number 43 and playing her first Grand Slam semi-final, caused a huge upset with a 2-6 6-4 6-4 win.
Williams, 33, had been two wins from completing a clean sweep of all four majors in 2015.
Vinci, 32, will play Flavia Pennetta in an all-Italian final at Flushing Meadows on Saturday.
Pennetta, the 26th seed, outplayed Romanian second seed Simona Halep in the first semi-final to win 6-1 6-3.
Saturday will see the first Grand Slam final between two Italian players since the Open era began in 1968.
Williams's hopes of winning a first calendar Slam ended just two victories short, and in the most sensational of upsets.
The American had survived 11 final sets in Grand Slam matches during 2015, but at the 12th time of asking came up against an opponent who simply grew stronger.
When Williams smashed her racquet after dropping the second set it was clear that the tension was beginning to boil over, and her cries of ""come on"" in the third set took on an increasingly desperate air.
There was still the possibility that Vinci would crumble in the decider, but she served out to love with two nerveless half-volleys for the win of her life.
""It was an incredible match,' said the Italian."
34227164,XSum,"""I lost the first set, and tried to stay in every point."
34227164,XSum,I tried to stay focused and not think about Serena.
34227164,XSum,"It is the best moment of my life.""
Williams remains the holder of all four major titles for another 24 hours, having completed the ""Serena Slam"" at Wimbledon - she won the Australian Open in January, before taking the French Open title in June and Wimbledon a month later.
""I don't want to talk about how disappointing this is for me,"" said Williams in her post-match news conference, which lasted just four minutes.
""If you have any other questions I'm open to that.""
Media playback is not supported on this device
On whether she felt the strain of winning the calendar Grand Slam, she added:  ""I never feel pressure and never felt that pressure to win here."
34227164,XSum,"I said that from the beginning.""
Vinci, on the other hand, delighted the crowd with a charming on-court interview.
""I am sorry for the American people, for Serena, for the Grand Slam, but today is my day, sorry guys.
""When I wake up today I say, 'OK, I have a semi-final, try to enjoy."
34227164,XSum,"Don't think about Serena.' I did not expect that I win.
""In my mind I say, 'Try to put all the balls in play."
34227164,XSum,Don't think about Serena in the other court.
34227164,XSum,"And run.' And then I won.""
Six-time US Open champion Chris Evert: ""I saw a frozen Serena Williams."
34227164,XSum,I saw a paralysed Serena Williams. She succumbed to the nerves.
34227164,XSum,"She is human.""
Two-time US Open champion Tracy Austin: ""This is monumental. It's a shocker."
34227164,XSum,"This is one of the biggest upsets in the history of tennis, because of what was on the line.""
Kristina Mladenovic, who lost to Vinci in the quarter-finals, tweeted: ""Whatever happens now I kind of feel a bit better about my loss.""
Laura Robson, the former British number one, on Twitter: ""So that was totally the result we all predicted right?""
BBC Radio 5 live sports extra's Jeff Tarango: ""I can't recall seeing in the history of women's tennis, the first and second seeds losing in the semi-finals of a Grand Slam.""
Williams appeared edgy from the outset, dropping serve with her sixth error as early as game three, but when she reeled off five games to take the set it appeared the nerves had settled.
Her coach, Patrick Mouratoglou, had said he wanted her to ""use the stress to lift her level"" but it appeared to have the opposite effect in the second set.
Vinci's clever mix of spins and length played on the American's nerves and began to draw errors, a wayward forehand giving up the only break in game five.
Williams earned a break point at 5-4 down but Vinci fired a forehand into the corner and took the set, prompting the four-time champion to smash her racquet and receive a code violation.
By the time Vinci recovered an early break to level at 2-2 in the decider, Williams was screaming at herself just for winning points on serve.
Two double faults opened the door for Vinci to break in game seven, and when the moment came to try and close out the match, she produced the service game of her life."
613257e8a7539d780c6d6e7c2ca021d8f9f10942,CNN/Daily Mail,By . Harriet Arkell .
613257e8a7539d780c6d6e7c2ca021d8f9f10942,CNN/Daily Mail,A luxury yacht was reduced to a burnt-out husk after its engine overheated and caught fire while it was moored in a marina.
613257e8a7539d780c6d6e7c2ca021d8f9f10942,CNN/Daily Mail,"The £100,000, 36ft Jeanneau Sun Odyssey, called Fortyniner, was surrounded by yachts and powerboats worth millions of pounds when it went up in flames at Mercury Yacht Harbour in Hamble, Hampshire."
613257e8a7539d780c6d6e7c2ca021d8f9f10942,CNN/Daily Mail,"Firefighters were called but were too late to save the cruising yacht, which exploded when flames reached the onboard gas bottles."
613257e8a7539d780c6d6e7c2ca021d8f9f10942,CNN/Daily Mail,Scroll down for video .
613257e8a7539d780c6d6e7c2ca021d8f9f10942,CNN/Daily Mail,Inferno: Smoke and five-foot flames billow from the £1million Jeanneau 36i yacht as it was moored in Hamble .
613257e8a7539d780c6d6e7c2ca021d8f9f10942,CNN/Daily Mail,Thick black smoke choked the air above the marina after the yacht's engine overheated and caught fire .
613257e8a7539d780c6d6e7c2ca021d8f9f10942,CNN/Daily Mail,"Flames: The fire engulfed the yacht, called Fortyniner, within minutes, destroying its boom and mast ."
613257e8a7539d780c6d6e7c2ca021d8f9f10942,CNN/Daily Mail,"Harbour workers raced to move other vessels moored near the burning yacht, including a £1m Sunseeker ."
613257e8a7539d780c6d6e7c2ca021d8f9f10942,CNN/Daily Mail,"The yacht's mast snapped and toppled into the marina, and the explosion sent boat parts flying into the air as five-metre flames roared through the vessel, which had no-one on board at the time."
613257e8a7539d780c6d6e7c2ca021d8f9f10942,CNN/Daily Mail,"Harbour workers fought to control the blaze before racing to move expensive ships moored nearby, including a 70ft Sunseeker powerboat worth £1million."
613257e8a7539d780c6d6e7c2ca021d8f9f10942,CNN/Daily Mail,"Dock master Dave Wright said it sounded 'like a bomb going off' as the yacht, which is owned by Hamble School of Yachting, exploded on Monday lunchtime."
613257e8a7539d780c6d6e7c2ca021d8f9f10942,CNN/Daily Mail,"And once firefighters had brought the fire under control, they had to pump water out of the gutted boat to prevent it sinking."
613257e8a7539d780c6d6e7c2ca021d8f9f10942,CNN/Daily Mail,"The eight-berth yacht is rented out by the Hamble School of Yachting for up to £1,450 a week."
613257e8a7539d780c6d6e7c2ca021d8f9f10942,CNN/Daily Mail,On the school's website it is described as 'a cruising yacht built for comfort and designed for those looking for a relaxed way of getting away from it all'.
613257e8a7539d780c6d6e7c2ca021d8f9f10942,CNN/Daily Mail,"Similar sailing boats cost upwards of £1million, depending on extras and the quality of finish."
613257e8a7539d780c6d6e7c2ca021d8f9f10942,CNN/Daily Mail,"Burnt out: The yacht, which was rented out for up to £1,450 a week to holidaymakers, is now ruined ."
613257e8a7539d780c6d6e7c2ca021d8f9f10942,CNN/Daily Mail,"After the fire was quenched, emergency workers had to pump water out to stop the yacht sinking ."
613257e8a7539d780c6d6e7c2ca021d8f9f10942,CNN/Daily Mail,The vessel burned in a Hampshire marina where it was surrounded by yachts worth up to £1million each .
613257e8a7539d780c6d6e7c2ca021d8f9f10942,CNN/Daily Mail,"The yachting school principal, Rob Gaffney, said: 'It's quite emotional."
613257e8a7539d780c6d6e7c2ca021d8f9f10942,CNN/Daily Mail,"We're a small company, and it's much like if your house catches fire; it's soul destroying.' The blaze was the second yacht fire within four hours in Hamble.  Fire crews had earlier tackled flames onboard a 49ft moored vessel which is thought to have caught fire as a result of an electrical fault."
613257e8a7539d780c6d6e7c2ca021d8f9f10942,CNN/Daily Mail,A Hampshire Fire and Rescue Service .
613257e8a7539d780c6d6e7c2ca021d8f9f10942,CNN/Daily Mail,spokesman said the fire was caused by an engine that overheated. No one . was on board at the time.
24467337,XSum,"The black and white story sees Patrick Troughton's second Doctor battle robot yeti in the London Underground.
Also recovered is a complete version of Troughton's six-part story The Enemy of the World.
It is thought to be the largest haul of missing episodes recovered in the last three decades.
""It's thrilling,"" said Mark Gatiss, an actor and writer for the 21st Century incarnation of Doctor Who.
""Every single avenue seemed to have been exhausted, every now and then something turns up - but to have two virtually complete stories out of the blue is absolutely incredible.""
The BBC destroyed many of the sci-fi drama's original transmission tapes in the 1960s and 1970s.
However, many episodes were transferred on to film for sale to foreign broadcasters."
24467337,XSum,"It is often these prints found in other countries that are the source of retrieved episodes.
In this case, 11 Doctor Who episodes were discovered, nine of which were missing, in the Nigerian city of Jos.
The find was made by Philip Morris, director of a company called Television International Enterprises Archive.
Mr Morris said: ""The tapes had been left gathering dust in a storeroom at a television relay station in Nigeria."
24467337,XSum,"I remember wiping the dust off the masking tape on the canisters and my heart missed a beat as I saw the words, Doctor Who."
24467337,XSum,"When I read the story code I realised I'd found something pretty special.""
He said it had been a ""lucky"" find given the high temperatures in the African country."
24467337,XSum,"""Fortunately they had been kept in the optimum condition.""
Only episode three of The Enemy of the World already existed in the BBC archive."
24467337,XSum,"The Nigerian discovery of episodes one, two, four, five and six complete the story.
Episode one of fan favourite The Web of Fear existed, with the rest thought lost forever."
24467337,XSum,"Now episodes two, four, five and six have been recovered.
Episode three is still missing, but has been reconstructed from stills to enable restored versions of both stories to be made available for sale via download on Friday.
The latest find means that the number of missing episodes of Doctor Who has dropped from 106 to 97.
One episode from each story - both last seen in 1968 - were shown at a special event in London on Thursday by BBC Worldwide, the BBC's commercial arm.
Among the guests were actors Frazer Hines and Deborah Watling, who played Troughton's Tardis companions Jamie McCrimmon and Victoria Waterfield.
Episode one of The Enemy of the World is a James Bond-style thriller complete with an exploding helicopter, a hovercraft, gun-toting henchmen and a foreign-accented villain, Salamander (also played by Troughton).
The story opens with the Tardis arriving on an Australian beach where the Doctor strips to his long johns and goes for a dip in the sea.
The Web of Fear is a claustrophobic tale that sees the Doctor battle his old foe, the Great Intelligence, and the yeti in the tunnels of the London tube system.
""It's the quintessential Doctor Who story,"" said Gatiss."
24467337,XSum,"""It has the return of the Abominable Snowmen in an iconic location.""
He said it showed Troughton ""at the height of his powers"".
Frazer Hines recalled that the underground station sets had been so realistic that London Transport accused the BBC of filming at a tube station in secret.
The story also featured an appearance by Deborah Watling's real-life father Jack, reprising his role as Professor Travers.
Recalling Troughton's ""wonderful sense of humour"" on set, Watling said: ""We all got on so well, we were like a family and Pat was always to me like another dad or an uncle."
24467337,XSum,"We had a chemistry and I think it showed.""
How did she feel when she heard about the recovery of the lost episodes? ""I couldn't quite believe it."
24467337,XSum,There had been hoaxes before.
24467337,XSum,"I thought it was just another hoax.""
Her only other complete story in the archive had been The Tomb of the Cybermen, all four instalments of which were discovered in Hong Kong in 1991.
Hines said: ""This now gives me hope that more stories of Patrick's will come out of the woodwork.""
The latest find comes as Doctor Who celebrates its 50th birthday."
24467337,XSum,"A special episode featuring the current Doctor, Matt Smith, and his predecessor, David Tennant, will be shown on the programme's anniversary on 23 November."
0ef8ac6d676466d43a9112ccf43c441b5dd1486d,CNN/Daily Mail,Many animal lovers are familiar with the nuisance caused by cats interrupting their work by climbing across their papers or computer keyboard.
0ef8ac6d676466d43a9112ccf43c441b5dd1486d,CNN/Daily Mail,"But this is not a new phenomenon, as this extraordinary photograph of a medieval manuscript proves."
0ef8ac6d676466d43a9112ccf43c441b5dd1486d,CNN/Daily Mail,"The 15th-century book is marked with four pawprints, which appear to be the result of a cat jumping on to the paper."
0ef8ac6d676466d43a9112ccf43c441b5dd1486d,CNN/Daily Mail,Age-old problem: This 15th-century manuscript has been damaged by a cat walking across it .
0ef8ac6d676466d43a9112ccf43c441b5dd1486d,CNN/Daily Mail,"The animal also seems to have stepped in ink of some kind, leading to the exceptional clarity of the marks even five or more centuries later."
0ef8ac6d676466d43a9112ccf43c441b5dd1486d,CNN/Daily Mail,The picture was taken by Emir O.
0ef8ac6d676466d43a9112ccf43c441b5dd1486d,CNN/Daily Mail,"Filipovic, a scholar working in the Dubrovnik State Archives in Croatia."
0ef8ac6d676466d43a9112ccf43c441b5dd1486d,CNN/Daily Mail,"After he sent it to historian Erik Kwakkel last year, the image took on a life of its own as web users shared it as a poignant proof of how cats have been beloved pets for half a millennium."
0ef8ac6d676466d43a9112ccf43c441b5dd1486d,CNN/Daily Mail,"The book is part of the 'Lettere e commissioni di Levante', an official record of the activities of the Dubrovnik government throughout the Middle Ages."
0ef8ac6d676466d43a9112ccf43c441b5dd1486d,CNN/Daily Mail,Clear: The animal had apparently just stepped in a pot of ink before jumping onto the book .
0ef8ac6d676466d43a9112ccf43c441b5dd1486d,CNN/Daily Mail,"Document: The book contains medieval records from the city of Dubrovnik, now in Croatia ."
0ef8ac6d676466d43a9112ccf43c441b5dd1486d,CNN/Daily Mail,"These days, if a government document was disfigured by an animal it would probably be destroyed and replaced - but back then writing was such an elaborate and expensive exercise that the book could not be wasted."
0ef8ac6d676466d43a9112ccf43c441b5dd1486d,CNN/Daily Mail,"This week, Mr Filipovic went online to give his own interpretation of the image's success."
0ef8ac6d676466d43a9112ccf43c441b5dd1486d,CNN/Daily Mail,"'You can almost picture the writer shooing the cat in a panicky fashion while trying to remove it from his desk,' he wrote."
0ef8ac6d676466d43a9112ccf43c441b5dd1486d,CNN/Daily Mail,Unique: The mishap is an extraordinary glimpse into the daily life of a scribe in the Middle Ages .
0ef8ac6d676466d43a9112ccf43c441b5dd1486d,CNN/Daily Mail,'Despite his best efforts the damage was already complete and there was nothing else he could have done but turn a new leaf and continue his job.
0ef8ac6d676466d43a9112ccf43c441b5dd1486d,CNN/Daily Mail,"In that way this little episode was ""archived"" in history.' This is not the only incident of a cat vandalising a manuscript - one item in the Cologne archive features a page left half-blank because an animal had urinated on it when it was left out overnight."
0ef8ac6d676466d43a9112ccf43c441b5dd1486d,CNN/Daily Mail,Cats were often allowed to live in monasteries and scriptoria because they chased away mice which might otherwise nibble at the manuscripts.
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,(CNN) -- Babies may be born larger than normal because of a condition called gestational diabetes.
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,"That explains why baby Jasleen, born in Germany last week, weighed more than 13 pounds."
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,"Her mother had gestational diabetes, but her condition wasn't discovered until she went into labor and checked herself into University Hospital Leipzig."
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,Gestational diabetes develops during pregnancy and resembles other forms of diabetes in that it affects how your cells use sugar (glucose).
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,"With gestational diabetes, a mother's blood sugar should return to normal soon after delivery."
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,"However, the condition puts women at risk for type 2 diabetes in the future."
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,"For every 100 pregnant women in the U.S, two to 10 will have gestational diabetes, the Center for Disease Control and Prevention says."
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,"A woman who has gestational diabetes during pregnancy and maintains a high blood-sugar level may have a baby born abnormally large, weighing 9 pounds or more, the CDC says."
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,A baby's large size creates problems for the delivery of the child through the birth canal and may cause nerve damage in the child's shoulder during birth.
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,"""A very large baby has an increased chance of being overweight or obese later in life,"" the CDC says."
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,"""Being overweight or obese increases the chance of also having diabetes later in life."" Gestational diabetes results from hormonal changes that every woman has during pregnancy, according to the Cleveland Clinic."
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,"Elevated levels of certain hormones made in the placenta disrupt insulin's ability to manage glucose, a condition called insulin resistance."
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,"(The placenta is the organ connecting the baby by the umbilical cord to the uterus and sends nutrients from mother to child.) As the placenta becomes larger throughout pregnancy, it creates more hormones, which, in turn, increases the insulin resistance, the Cleveland Clinic said."
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,"The mother's pancreas is typically able to make three times the normal amount of insulin to beat this resistance, according to the Cleveland Clinic."
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,"If the pancreas can't produce the required amount of insulin, however, sugar levels will rise, and the woman will have gestational diabetes."
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,"You may be at risk for gestational diabetes if you are overweight before becoming pregnant, have a family history of diabetes, are older than 25, have previously giving birth to a baby over 9 pounds, previously gave birth to a stillborn baby, have had gestational diabetes with a previous pregnancy or have been diagnosed with pre-diabetes, the Cleveland Clinic said."
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,"Women typically find out whether they have gestational diabetes between the 24th and 28th weeks of pregnancy, according to the Cleveland Clinic."
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,That's when insulin resistance usually begins.
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,"If you previously had gestational diabetes or if your doctor is concerned about your risk of developing it, you can be tested for the condition before the 13th week of pregnancy, according to the Cleveland Clinic."
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,An oral glucose tolerance test is used to screen for gestational diabetes.
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,This involves consuming 50 grams of glucose in a beverage.
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,"Your body will absorb the glucose and cause your blood sugar levels to rise within 30 to 60 minutes, according to the Cleveland Clinic."
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,Blood samples are taken from a vein in your arm 30 minutes after consuming the sweetened drink so that your doctor can evaluate how your body processes glucose.
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,"According to the Mayo Clinic, expectant mothers can control gestational diabetes by eating healthy foods, exercising and, if required, taking medication."
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,"Treatment may include monitoring blood sugar four to five times a day, which involves drawing a drop of blood from your finger and testing it with a blood glucose meter."
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,Your health care providers will monitor and manage your blood sugar levels during labor and delivery.
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,Following up with blood sugar checks after the baby is born is also important.
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,You can reduce your risk of developing type 2 diabetes later on by continuing to eat a healthy diet and getting regular exercise.
b87ae5c8815d492060ef44afa15bd6c1db7358d4,CNN/Daily Mail,CNN's Dana Ford contributed to this report.
b402cedcda58356784f33a82cfb05ebb017f5e06,CNN/Daily Mail,"By . Daily Mail Reporter . PUBLISHED: . 17:00 EST, 17 January 2014 . | . UPDATED: ."
b402cedcda58356784f33a82cfb05ebb017f5e06,CNN/Daily Mail,"17:00 EST, 17 January 2014 ."
b402cedcda58356784f33a82cfb05ebb017f5e06,CNN/Daily Mail,"A record 1,004 rhinos were poached for their horns in South Africa in 2013 – an increase of over 50 per cent from 2012, it emerged yesterday."
b402cedcda58356784f33a82cfb05ebb017f5e06,CNN/Daily Mail,"The horn is worth £40,000 a kilo in Asia, where it is prized as a key  ingredient in traditional medicines, making it more valuable than  platinum, gold or cocaine."
b402cedcda58356784f33a82cfb05ebb017f5e06,CNN/Daily Mail,"Last year’s toll was a massive increase on 2012, when 668 were killed illegally, following the 448 in 2011."
b402cedcda58356784f33a82cfb05ebb017f5e06,CNN/Daily Mail,"The news will fuel concern for the future of rhinos in South Africa, which has 20,000 – most of the world’s population."
b402cedcda58356784f33a82cfb05ebb017f5e06,CNN/Daily Mail,"Illegal: More than 1,000 rhinos were killed in South Africa in 2013, up by 50 per cent on 2012 ."
b402cedcda58356784f33a82cfb05ebb017f5e06,CNN/Daily Mail,"Top safari destination Kruger National Park, which borders Mozambique, bore the brunt of the poaching, with 606 rhino deaths."
b402cedcda58356784f33a82cfb05ebb017f5e06,CNN/Daily Mail,"Some 37 rhinos have already been killed this year, 34 of them killed in Kruger."
